frame,ego_.x_,ego_.y_,ego_.length_,ego_.width_,ego_.speed_,ego_.speed_x_,ego_.speed_y_,ego_.acc_,ego_.init_q_,ego_.lane_posi_,ego_.absolute_theta_,ego_.relative_theta_
12098,5908.11,-78.7531,4.394,1.808,-11.5313,-1.67699,11.8822,0.000507738,4.00992,4,0.141002,-5.11672e-06
12099,5908.08,-78.555,4.394,1.808,-11.5313,-1.67703,11.8822,0.00050702,4.00992,4,0.141005,-5.15401e-06
12100,5908.05,-78.357,4.394,1.808,-11.5313,-1.67706,11.8822,0.000505738,4.00992,4,0.141007,-5.18464e-06
12101,5908.02,-78.1589,4.394,1.808,-11.5312,-1.67709,11.8822,0.000504765,4.00992,4,0.14101,-5.08939e-06
12102,5907.99,-77.9609,4.394,1.808,-11.5312,-1.67712,11.8822,0.000503594,4.00992,4,0.141013,-5.10669e-06
12103,5907.97,-77.7629,4.394,1.808,-11.5312,-1.67715,11.8822,0.000500273,4.00992,4,0.141015,-5.11732e-06
12104,5907.94,-77.5648,4.394,1.808,-11.5312,-1.67718,11.8822,0.000500561,4.00992,4,0.141018,-5.12128e-06
12105,5907.91,-77.3668,4.394,1.808,-11.5312,-1.67721,11.8822,0.000498989,4.00992,4,0.141021,-5.11858e-06
12106,5907.88,-77.1688,4.394,1.808,-11.5312,-1.67725,11.8822,0.000498967,4.00992,4,0.141023,-5.10921e-06
12107,5907.85,-76.9707,4.394,1.808,-11.5311,-1.67728,11.8822,0.000497165,4.00992,4,0.141026,-5.09318e-06
12108,5907.83,-76.7727,4.394,1.808,-11.5311,-1.67731,11.8822,0.000495217,4.00992,4,0.141028,-5.07048e-06
12109,5907.8,-76.5747,4.394,1.808,-11.5311,-1.67734,11.8822,0.000494818,4.00993,4,0.141031,-5.04111e-06
12110,5907.77,-76.3766,4.394,1.808,-11.5311,-1.67737,11.8822,0.000492609,4.00993,4,0.141034,-5.00508e-06
12111,5907.74,-76.1786,4.394,1.808,-11.5311,-1.6774,11.8822,0.00049192,4.00993,4,0.141036,-4.96238e-06
12112,5907.71,-75.9805,4.394,1.808,-11.531,-1.67743,11.8822,0.000489452,4.00993,4,0.141039,-5.03222e-06
12113,5907.69,-75.7825,4.394,1.808,-11.531,-1.67746,11.8822,0.000486811,4.00993,4,0.141041,-4.97619e-06
12114,5907.66,-75.5845,4.394,1.808,-11.531,-1.67749,11.8822,0.000487757,4.00993,4,0.141044,-4.9135e-06
12115,5907.63,-75.3864,4.394,1.808,-11.531,-1.67752,11.8822,0.000484836,4.00993,4,0.141047,-4.96334e-06
12116,5907.6,-75.1884,4.394,1.808,-11.531,-1.67755,11.8822,0.00048352,4.00993,4,0.141049,-5.00652e-06
12117,5907.57,-74.9904,4.394,1.808,-11.531,-1.67758,11.8822,0.000482373,4.00993,4,0.141052,-4.92382e-06
12118,5907.55,-74.7923,4.394,1.808,-11.5309,-1.67761,11.8822,0.000482754,4.00993,4,0.141054,-4.95367e-06
12119,5907.52,-74.5943,4.394,1.808,-11.5309,-1.67764,11.8822,0.000479378,4.00993,4,0.141057,-4.85764e-06
12120,5907.49,-74.3963,4.394,1.808,-11.5309,-1.67767,11.8821,0.000479524,4.00993,4,0.141059,-4.87416e-06
12121,5907.46,-74.1982,4.394,1.808,-11.5309,-1.6777,11.8821,0.000477499,4.00993,4,0.141062,-4.88401e-06
12122,5907.43,-74.0002,4.394,1.808,-11.5309,-1.67773,11.8821,0.000475725,4.00993,4,0.141064,-4.88719e-06
12123,5907.41,-73.8022,4.394,1.808,-11.5309,-1.67776,11.8821,0.000475452,4.00993,4,0.141067,-4.88371e-06
12124,5907.38,-73.6041,4.394,1.808,-11.5308,-1.67779,11.8821,0.0004734,4.00993,4,0.141069,-4.87356e-06
12125,5907.35,-73.4061,4.394,1.808,-11.5308,-1.67782,11.8821,0.000472869,4.00993,4,0.141072,-4.85674e-06
12126,5907.32,-73.208,4.394,1.808,-11.5308,-1.67785,11.8821,0.000470559,4.00993,4,0.141074,-4.83326e-06
12127,5907.29,-73.01,4.394,1.808,-11.5308,-1.67788,11.8821,0.0004698,4.00993,4,0.141077,-4.80311e-06
12128,5907.27,-72.812,4.394,1.808,-11.5308,-1.67791,11.8821,0.000468898,4.00993,4,0.141079,-4.7663e-06
12129,5907.24,-72.6139,4.394,1.808,-11.5308,-1.67794,11.8821,0.000466158,4.00993,4,0.141082,-4.84202e-06
12130,5907.21,-72.4159,4.394,1.808,-11.5307,-1.67797,11.8821,0.000465,4.00993,4,0.141084,-4.79188e-06
12131,5907.18,-72.2179,4.394,1.808,-11.5307,-1.678,11.8821,0.000465707,4.00993,4,0.141087,-4.85427e-06
12132,5907.15,-72.0198,4.394,1.808,-11.5307,-1.67803,11.8821,0.000462575,4.00993,4,0.141089,-4.79079e-06
12133,5907.13,-71.8218,4.394,1.808,-11.5307,-1.67805,11.8821,0.000463052,4.00993,4,0.141092,-4.72065e-06
12134,5907.1,-71.6238,4.394,1.808,-11.5307,-1.67808,11.8821,0.000461325,4.00993,4,0.141094,-4.76305e-06
12135,5907.07,-71.4257,4.394,1.808,-11.5307,-1.67811,11.8821,0.000457871,4.00993,4,0.141096,-4.79878e-06
12136,5907.04,-71.2277,4.394,1.808,-11.5306,-1.67814,11.8821,0.000457916,4.00993,4,0.141099,-4.70863e-06
12137,5907.01,-71.0297,4.394,1.808,-11.5306,-1.67817,11.8821,0.000457794,4.00993,4,0.141101,-4.73103e-06
12138,5906.99,-70.8316,4.394,1.808,-11.5306,-1.6782,11.8821,0.00045558,4.00993,4,0.141104,-4.74677e-06
12139,5906.96,-70.6336,4.394,1.808,-11.5306,-1.67823,11.8821,0.000453587,4.00993,4,0.141106,-4.75583e-06
12140,5906.93,-70.4356,4.394,1.808,-11.5306,-1.67826,11.8821,0.00045309,4.00993,4,0.141109,-4.63903e-06
12141,5906.9,-70.2375,4.394,1.808,-11.5306,-1.67828,11.8821,0.000452479,4.00993,4,0.141111,-4.63476e-06
12142,5906.88,-70.0395,4.394,1.808,-11.5306,-1.67831,11.8821,0.000449716,4.00993,4,0.141113,-4.62383e-06
12143,5906.85,-69.8415,4.394,1.808,-11.5305,-1.67834,11.8821,0.000448842,4.00993,4,0.141116,-4.60623e-06
12144,5906.82,-69.6434,4.394,1.808,-11.5305,-1.67837,11.882,0.000446137,4.00993,4,0.141118,-4.70118e-06
12145,5906.79,-69.4454,4.394,1.808,-11.5305,-1.6784,11.882,0.000444984,4.00993,4,0.14112,-4.67025e-06
12146,5906.76,-69.2474,4.394,1.808,-11.5305,-1.67842,11.882,0.000445724,4.00993,4,0.141123,-4.63265e-06
12147,5906.74,-69.0493,4.394,1.808,-11.5305,-1.67845,11.882,0.00044432,4.00993,4,0.141125,-4.58839e-06
12148,5906.71,-68.8513,4.394,1.808,-11.5305,-1.67848,11.882,0.000442794,4.00993,4,0.141127,-4.65667e-06
12149,5906.68,-68.6532,4.394,1.808,-11.5304,-1.67851,11.882,0.000441124,4.00993,4,0.14113,-4.59907e-06
12150,5906.65,-68.4552,4.394,1.808,-11.5304,-1.67854,11.882,0.000441348,4.00993,4,0.141132,-4.53481e-06
12151,5906.62,-68.2572,4.394,1.808,-11.5304,-1.67856,11.882,0.000437729,4.00993,4,0.141134,-4.58309e-06
12152,5906.6,-68.0591,4.394,1.808,-11.5304,-1.67859,11.882,0.000435684,4.00993,4,0.141137,-4.5055e-06
12153,5906.57,-67.8611,4.394,1.808,-11.5304,-1.67862,11.882,0.000435502,4.00993,4,0.141139,-4.54045e-06
12154,5906.54,-67.6631,4.394,1.808,-11.5304,-1.67864,11.882,0.000433118,4.00993,4,0.141141,-4.56873e-06
12155,5906.51,-67.465,4.394,1.808,-11.5304,-1.67867,11.882,0.000432681,4.00993,4,0.141144,-4.47114e-06
12156,5906.48,-67.267,4.394,1.808,-11.5303,-1.6787,11.882,0.000432077,4.00993,4,0.141146,-4.48609e-06
12157,5906.46,-67.069,4.394,1.808,-11.5303,-1.67873,11.882,0.000429352,4.00993,4,0.141148,-4.49437e-06
12158,5906.43,-66.8709,4.394,1.808,-11.5303,-1.67875,11.882,0.000428515,4.00993,4,0.141151,-4.49599e-06
12159,5906.4,-66.6729,4.394,1.808,-11.5303,-1.67878,11.882,0.000427511,4.00993,4,0.141153,-4.49094e-06
12160,5906.37,-66.4749,4.394,1.808,-11.5303,-1.67881,11.882,0.000426424,4.00994,4,0.141155,-4.47923e-06
12161,5906.34,-66.2768,4.394,1.808,-11.5303,-1.67883,11.882,0.000425163,4.00994,4,0.141157,-4.46085e-06
12162,5906.32,-66.0788,4.394,1.808,-11.5302,-1.67886,11.882,0.000423816,4.00994,4,0.14116,-4.4358e-06
12163,5906.29,-65.8808,4.394,1.808,-11.5302,-1.67889,11.882,0.000422296,4.00994,4,0.141162,-4.40409e-06
12164,5906.26,-65.6827,4.394,1.808,-11.5302,-1.67891,11.882,0.000420661,4.00994,4,0.141164,-4.48492e-06
12165,5906.23,-65.4847,4.394,1.808,-11.5302,-1.67894,11.882,0.000418883,4.00994,4,0.141166,-4.43988e-06
12166,5906.2,-65.2867,4.394,1.808,-11.5302,-1.67897,11.882,0.000418998,4.00994,4,0.141169,-4.38817e-06
12167,5906.18,-65.0887,4.394,1.808,-11.5302,-1.67899,11.882,0.000416936,4.00994,4,0.141171,-4.449e-06
12168,5906.15,-64.8906,4.394,1.808,-11.5302,-1.67902,11.882,0.000414811,4.00994,4,0.141173,-4.38395e-06
12169,5906.12,-64.6926,4.394,1.808,-11.5301,-1.67904,11.882,0.000416186,4.00994,4,0.141175,-4.31224e-06
12170,5906.09,-64.4946,4.394,1.808,-11.5301,-1.67907,11.8819,0.000413721,4.00994,4,0.141177,-4.35308e-06
12171,5906.06,-64.2965,4.394,1.808,-11.5301,-1.6791,11.8819,0.000411194,4.00994,4,0.141179,-4.38724e-06
12172,5906.04,-64.0985,4.394,1.808,-11.5301,-1.67912,11.8819,0.000410502,4.00994,4,0.141182,-4.29553e-06
12173,5906.01,-63.9005,4.394,1.808,-11.5301,-1.67915,11.8819,0.000409643,4.00994,4,0.141184,-4.31637e-06
12174,5905.98,-63.7024,4.394,1.808,-11.5301,-1.67917,11.8819,0.00040669,4.00994,4,0.141186,-4.33054e-06
12175,5905.95,-63.5044,4.394,1.808,-11.5301,-1.6792,11.8819,0.000405625,4.00994,4,0.141188,-4.33804e-06
12176,5905.92,-63.3064,4.394,1.808,-11.53,-1.67923,11.8819,0.000406059,4.00994,4,0.14119,-4.33887e-06
12177,5905.9,-63.1083,4.394,1.808,-11.53,-1.67925,11.8819,0.000404713,4.00994,4,0.141192,-4.33304e-06
12178,5905.87,-62.9103,4.394,1.808,-11.53,-1.67928,11.8819,0.000403251,4.00994,4,0.141195,-4.32055e-06
12179,5905.84,-62.7123,4.394,1.808,-11.53,-1.6793,11.8819,0.000401643,4.00994,4,0.141197,-4.30138e-06
12180,5905.81,-62.5142,4.394,1.808,-11.53,-1.67933,11.8819,0.000399887,4.00994,4,0.141199,-4.27555e-06
12181,5905.78,-62.3162,4.394,1.808,-11.53,-1.67935,11.8819,0.000399681,4.00994,4,0.141201,-4.24306e-06
12182,5905.76,-62.1182,4.394,1.808,-11.53,-1.67938,11.8819,0.000397664,4.00994,4,0.141203,-4.2039e-06
12183,5905.73,-61.9201,4.394,1.808,-11.5299,-1.6794,11.8819,0.000395532,4.00994,4,0.141205,-4.15807e-06
12184,5905.7,-61.7221,4.394,1.808,-11.5299,-1.67943,11.8819,0.000394891,4.00994,4,0.141207,-4.22478e-06
12185,5905.67,-61.5241,4.394,1.808,-11.5299,-1.67945,11.8819,0.000392474,4.00994,4,0.14121,-4.16562e-06
12186,5905.64,-61.326,4.394,1.808,-11.5299,-1.67948,11.8819,0.000391921,4.00994,4,0.141212,-4.21901e-06
12187,5905.62,-61.128,4.394,1.808,-11.5299,-1.6795,11.8819,0.000389222,4.00994,4,0.141214,-4.14651e-06
12188,5905.59,-60.93,4.394,1.808,-11.5299,-1.67953,11.8819,0.000390106,4.00994,4,0.141216,-4.18656e-06
12189,5905.56,-60.7319,4.394,1.808,-11.5299,-1.67955,11.8819,0.00038715,4.00994,4,0.141218,-4.10074e-06
12190,5905.53,-60.5339,4.394,1.808,-11.5298,-1.67958,11.8819,0.000386111,4.00994,4,0.14122,-4.12745e-06
12191,5905.5,-60.3359,4.394,1.808,-11.5298,-1.6796,11.8819,0.000384533,4.00994,4,0.141222,-4.14751e-06
12192,5905.48,-60.1379,4.394,1.808,-11.5298,-1.67962,11.8819,0.000383238,4.00994,4,0.141224,-4.16089e-06
12193,5905.45,-59.9398,4.394,1.808,-11.5298,-1.67965,11.8819,0.000383413,4.00994,4,0.141226,-4.0484e-06
12194,5905.42,-59.7418,4.394,1.808,-11.5298,-1.67967,11.8819,0.000381838,4.00994,4,0.141228,-4.04845e-06
12195,5905.39,-59.5438,4.394,1.808,-11.5298,-1.6797,11.8819,0.000378081,4.00994,4,0.14123,-4.04184e-06
12196,5905.36,-59.3457,4.394,1.808,-11.5298,-1.67972,11.8819,0.000377908,4.00994,4,0.141232,-4.02856e-06
12197,5905.34,-59.1477,4.394,1.808,-11.5297,-1.67974,11.8819,0.000375876,4.00994,4,0.141234,-4.00861e-06
12198,5905.31,-58.9497,4.394,1.808,-11.5297,-1.67977,11.8819,0.000375426,4.00994,4,0.141236,-4.10121e-06
12199,5905.28,-58.7516,4.394,1.808,-11.5297,-1.67979,11.8818,0.000373172,4.00994,4,0.141238,-4.06793e-06
12200,5905.25,-58.5536,4.394,1.808,-11.5297,-1.67981,11.8818,0.000374477,4.00994,4,0.14124,-4.02798e-06
12201,5905.22,-58.3556,4.394,1.808,-11.5297,-1.67984,11.8818,0.000371972,4.00994,4,0.141242,-3.98137e-06
12202,5905.2,-58.1575,4.394,1.808,-11.5297,-1.67986,11.8818,0.00037101,4.00994,4,0.141244,-4.04731e-06
12203,5905.17,-57.9595,4.394,1.808,-11.5297,-1.67989,11.8818,0.00036824,4.00994,4,0.141246,-3.98736e-06
12204,5905.14,-57.7615,4.394,1.808,-11.5297,-1.67991,11.8818,0.00036903,4.00994,4,0.141248,-4.03996e-06
12205,5905.11,-57.5635,4.394,1.808,-11.5296,-1.67993,11.8818,0.00036598,4.00994,4,0.14125,-3.96668e-06
12206,5905.08,-57.3654,4.394,1.808,-11.5296,-1.67996,11.8818,0.000366511,4.00994,4,0.141252,-4.00595e-06
12207,5905.06,-57.1674,4.394,1.808,-11.5296,-1.67998,11.8818,0.000363202,4.00994,4,0.141254,-3.91934e-06
12208,5905.03,-56.9694,4.394,1.808,-11.5296,-1.68,11.8818,0.000363473,4.00994,4,0.141256,-3.94528e-06
12209,5905,-56.7713,4.394,1.808,-11.5296,-1.68002,11.8818,0.000359875,4.00994,4,0.141258,-3.96454e-06
12210,5904.97,-56.5733,4.394,1.808,-11.5296,-1.68005,11.8818,0.000359889,4.00994,4,0.14126,-3.97714e-06
12211,5904.94,-56.3753,4.394,1.808,-11.5296,-1.68007,11.8818,0.000359708,4.00994,4,0.141262,-3.86387e-06
12212,5904.92,-56.1772,4.394,1.808,-11.5296,-1.68009,11.8818,0.000357805,4.00994,4,0.141264,-3.86314e-06
12213,5904.89,-55.9792,4.394,1.808,-11.5295,-1.68012,11.8818,0.000355354,4.00995,4,0.141266,-3.85574e-06
12214,5904.86,-55.7812,4.394,1.808,-11.5295,-1.68014,11.8818,0.000354824,4.00995,4,0.141267,-3.84168e-06
12215,5904.83,-55.5832,4.394,1.808,-11.5295,-1.68016,11.8818,0.000352463,4.00995,4,0.141269,-3.94016e-06
12216,5904.8,-55.3851,4.394,1.808,-11.5295,-1.68018,11.8818,0.000351625,4.00995,4,0.141271,-3.91276e-06
12217,5904.78,-55.1871,4.394,1.808,-11.5295,-1.6802,11.8818,0.000352742,4.00995,4,0.141273,-3.8787e-06
12218,5904.75,-54.9891,4.394,1.808,-11.5295,-1.68023,11.8818,0.000349987,4.00995,4,0.141275,-3.83797e-06
12219,5904.72,-54.791,4.394,1.808,-11.5295,-1.68025,11.8818,0.000348832,4.00995,4,0.141277,-3.79057e-06
12220,5904.69,-54.593,4.394,1.808,-11.5295,-1.68027,11.8818,0.000347474,4.00995,4,0.141279,-3.85572e-06
12221,5904.66,-54.395,4.394,1.808,-11.5294,-1.68029,11.8818,0.000344336,4.00995,4,0.141281,-3.79499e-06
12222,5904.64,-54.1969,4.394,1.808,-11.5294,-1.68032,11.8818,0.000344758,4.00995,4,0.141282,-3.84681e-06
12223,5904.61,-53.9989,4.394,1.808,-11.5294,-1.68034,11.8818,0.000343004,4.00995,4,0.141284,-3.77275e-06
12224,5904.58,-53.8009,4.394,1.808,-11.5294,-1.68036,11.8818,0.000343168,4.00995,4,0.141286,-3.81123e-06
12225,5904.55,-53.6029,4.394,1.808,-11.5294,-1.68038,11.8818,0.000339489,4.00995,4,0.141288,-3.72384e-06
12226,5904.52,-53.4048,4.394,1.808,-11.5294,-1.6804,11.8818,0.000339392,4.00995,4,0.14129,-3.74899e-06
12227,5904.5,-53.2068,4.394,1.808,-11.5294,-1.68042,11.8818,0.000337118,4.00995,4,0.141292,-3.76747e-06
12228,5904.47,-53.0088,4.394,1.808,-11.5294,-1.68044,11.8818,0.000336735,4.00995,4,0.141293,-3.77929e-06
12229,5904.44,-52.8107,4.394,1.808,-11.5293,-1.68047,11.8818,0.000334549,4.00995,4,0.141295,-3.78444e-06
12230,5904.41,-52.6127,4.394,1.808,-11.5293,-1.68049,11.8817,0.000333911,4.00995,4,0.141297,-3.66372e-06
12231,5904.38,-52.4147,4.394,1.808,-11.5293,-1.68051,11.8817,0.000333157,4.00995,4,0.141299,-3.65553e-06
12232,5904.36,-52.2167,4.394,1.808,-11.5293,-1.68053,11.8817,0.000330219,4.00995,4,0.141301,-3.64069e-06
12233,5904.33,-52.0186,4.394,1.808,-11.5293,-1.68055,11.8817,0.000329172,4.00995,4,0.141302,-3.73838e-06
12234,5904.3,-51.8206,4.394,1.808,-11.5293,-1.68057,11.8817,0.00032796,4.00995,4,0.141304,-3.7102e-06
12235,5904.27,-51.6226,4.394,1.808,-11.5293,-1.68059,11.8817,0.000328674,4.00995,4,0.141306,-3.67535e-06
12236,5904.24,-51.4245,4.394,1.808,-11.5293,-1.68061,11.8817,0.000325544,4.00995,4,0.141308,-3.63384e-06
12237,5904.22,-51.2265,4.394,1.808,-11.5293,-1.68063,11.8817,0.000324014,4.00995,4,0.141309,-3.58566e-06
12238,5904.19,-51.0285,4.394,1.808,-11.5292,-1.68066,11.8817,0.00032231,4.00995,4,0.141311,-3.65003e-06
12239,5904.16,-50.8304,4.394,1.808,-11.5292,-1.68068,11.8817,0.000320434,4.00995,4,0.141313,-3.58851e-06
12240,5904.13,-50.6324,4.394,1.808,-11.5292,-1.6807,11.8817,0.000320484,4.00995,4,0.141315,-3.63954e-06
12241,5904.1,-50.4344,4.394,1.808,-11.5292,-1.68072,11.8817,0.000318358,4.00995,4,0.141316,-3.5647e-06
12242,5904.08,-50.2364,4.394,1.808,-11.5292,-1.68074,11.8817,0.00031818,4.00995,4,0.141318,-3.6024e-06
12243,5904.05,-50.0383,4.394,1.808,-11.5292,-1.68076,11.8817,0.000315766,4.00995,4,0.14132,-3.63343e-06
12244,5904.02,-49.8403,4.394,1.808,-11.5292,-1.68078,11.8817,0.0003153,4.00995,4,0.141321,-3.53859e-06
12245,5903.99,-49.6423,4.394,1.808,-11.5292,-1.6808,11.8817,0.000314666,4.00995,4,0.141323,-3.55629e-06
12246,5903.96,-49.4442,4.394,1.808,-11.5291,-1.68082,11.8817,0.000311906,4.00995,4,0.141325,-3.56732e-06
12247,5903.94,-49.2462,4.394,1.808,-11.5291,-1.68084,11.8817,0.000311036,4.00995,4,0.141326,-3.57169e-06
12248,5903.91,-49.0482,4.394,1.808,-11.5291,-1.68086,11.8817,0.000309998,4.00995,4,0.141328,-3.56939e-06
12249,5903.88,-48.8502,4.394,1.808,-11.5291,-1.68088,11.8817,0.000308874,4.00995,4,0.14133,-3.56042e-06
12250,5903.85,-48.6521,4.394,1.808,-11.5291,-1.6809,11.8817,0.000307604,4.00995,4,0.141331,-3.54479e-06
12251,5903.82,-48.4541,4.394,1.808,-11.5291,-1.68092,11.8817,0.000306188,4.00995,4,0.141333,-3.52249e-06
12252,5903.8,-48.2561,4.394,1.808,-11.5291,-1.68094,11.8817,0.000304655,4.00995,4,0.141335,-3.49352e-06
12253,5903.77,-48.0581,4.394,1.808,-11.5291,-1.68096,11.8817,0.000302976,4.00995,4,0.141336,-3.45789e-06
12254,5903.74,-47.86,4.394,1.808,-11.5291,-1.68097,11.8817,0.000301152,4.00995,4,0.141338,-3.41559e-06
12255,5903.71,-47.662,4.394,1.808,-11.529,-1.68099,11.8817,0.000300848,4.00995,4,0.14134,-3.36663e-06
12256,5903.68,-47.464,4.394,1.808,-11.529,-1.68101,11.8817,0.000298768,4.00995,4,0.141341,-3.43021e-06
12257,5903.66,-47.2659,4.394,1.808,-11.529,-1.68103,11.8817,0.000296516,4.00995,4,0.141343,-3.36791e-06
12258,5903.63,-47.0679,4.394,1.808,-11.529,-1.68105,11.8817,0.000296191,4.00995,4,0.141345,-3.41816e-06
12259,5903.6,-46.8699,4.394,1.808,-11.529,-1.68107,11.8817,0.000293662,4.00995,4,0.141346,-3.34253e-06
12260,5903.57,-46.6719,4.394,1.808,-11.529,-1.68109,11.8817,0.000293082,4.00995,4,0.141348,-3.37944e-06
12261,5903.54,-46.4738,4.394,1.808,-11.529,-1.68111,11.8817,0.000291992,4.00995,4,0.141349,-3.40969e-06
12262,5903.52,-46.2758,4.394,1.808,-11.529,-1.68113,11.8817,0.000291159,4.00995,4,0.141351,-3.43327e-06
12263,5903.49,-46.0778,4.394,1.808,-11.529,-1.68115,11.8817,0.00029013,4.00995,4,0.141353,-3.33098e-06
12264,5903.46,-45.8797,4.394,1.808,-11.529,-1.68116,11.8817,0.000289044,4.00996,4,0.141354,-3.34122e-06
12265,5903.43,-45.6817,4.394,1.808,-11.5289,-1.68118,11.8817,0.000285773,4.00996,4,0.141356,-3.34481e-06
12266,5903.4,-45.4837,4.394,1.808,-11.5289,-1.6812,11.8816,0.000286058,4.00996,4,0.141357,-3.34172e-06
12267,5903.38,-45.2857,4.394,1.808,-11.5289,-1.68122,11.8816,0.000284512,4.00996,4,0.141359,-3.33197e-06
12268,5903.35,-45.0876,4.394,1.808,-11.5289,-1.68124,11.8816,0.00028288,4.00996,4,0.14136,-3.31555e-06
12269,5903.32,-44.8896,4.394,1.808,-11.5289,-1.68126,11.8816,0.000281104,4.00996,4,0.141362,-3.29247e-06
12270,5903.29,-44.6916,4.394,1.808,-11.5289,-1.68127,11.8816,0.000280849,4.00996,4,0.141363,-3.26272e-06
12271,5903.26,-44.4936,4.394,1.808,-11.5289,-1.68129,11.8816,0.000278816,4.00996,4,0.141365,-3.2263e-06
12272,5903.24,-44.2955,4.394,1.808,-11.5289,-1.68131,11.8816,0.000276639,4.00996,4,0.141366,-3.30243e-06
12273,5903.21,-44.0975,4.394,1.808,-11.5289,-1.68133,11.8816,0.000275985,4.00996,4,0.141368,-3.25268e-06
12274,5903.18,-43.8995,4.394,1.808,-11.5289,-1.68135,11.8816,0.000275564,4.00996,4,0.141369,-3.31547e-06
12275,5903.15,-43.7014,4.394,1.808,-11.5288,-1.68136,11.8816,0.000272964,4.00996,4,0.141371,-3.25239e-06
12276,5903.12,-43.5034,4.394,1.808,-11.5288,-1.68138,11.8816,0.000273977,4.00996,4,0.141372,-3.18264e-06
12277,5903.1,-43.3054,4.394,1.808,-11.5288,-1.6814,11.8816,0.000271118,4.00996,4,0.141374,-3.22544e-06
12278,5903.07,-43.1074,4.394,1.808,-11.5288,-1.68142,11.8816,0.000268166,4.00996,4,0.141375,-3.26157e-06
12279,5903.04,-42.9093,4.394,1.808,-11.5288,-1.68143,11.8816,0.000268746,4.00996,4,0.141377,-3.17182e-06
12280,5903.01,-42.7113,4.394,1.808,-11.5288,-1.68145,11.8816,0.000267524,4.00996,4,0.141378,-3.19462e-06
12281,5902.98,-42.5133,4.394,1.808,-11.5288,-1.68147,11.8816,0.000265812,4.00996,4,0.14138,-3.21074e-06
12282,5902.95,-42.3153,4.394,1.808,-11.5288,-1.68148,11.8816,0.000264355,4.00996,4,0.141381,-3.22021e-06
12283,5902.93,-42.1172,4.394,1.808,-11.5288,-1.6815,11.8816,0.000264395,4.00996,4,0.141383,-3.10379e-06
12284,5902.9,-41.9192,4.394,1.808,-11.5288,-1.68152,11.8816,0.000262654,4.00996,4,0.141384,-3.09992e-06
12285,5902.87,-41.7212,4.394,1.808,-11.5287,-1.68154,11.8816,0.000258757,4.00996,4,0.141386,-3.08939e-06
12286,5902.84,-41.5231,4.394,1.808,-11.5287,-1.68155,11.8816,0.000258416,4.00996,4,0.141387,-3.07219e-06
12287,5902.81,-41.3251,4.394,1.808,-11.5287,-1.68157,11.8816,0.000256245,4.00996,4,0.141388,-3.16753e-06
12288,5902.79,-41.1271,4.394,1.808,-11.5287,-1.68159,11.8816,0.000255598,4.00996,4,0.14139,-3.13699e-06
12289,5902.76,-40.9291,4.394,1.808,-11.5287,-1.6816,11.8816,0.000255242,4.00996,4,0.141391,-3.09979e-06
12290,5902.73,-40.731,4.394,1.808,-11.5287,-1.68162,11.8816,0.000254342,4.00996,4,0.141393,-3.05592e-06
12291,5902.7,-40.533,4.394,1.808,-11.5287,-1.68164,11.8816,0.00025338,4.00996,4,0.141394,-3.12459e-06
12292,5902.67,-40.335,4.394,1.808,-11.5287,-1.68165,11.8816,0.000250551,4.00996,4,0.141395,-3.06739e-06
12293,5902.65,-40.137,4.394,1.808,-11.5287,-1.68167,11.8816,0.000251312,4.00996,4,0.141397,-3.00353e-06
12294,5902.62,-39.9389,4.394,1.808,-11.5287,-1.68168,11.8816,0.000248229,4.00996,4,0.141398,-3.0522e-06
12295,5902.59,-39.7409,4.394,1.808,-11.5287,-1.6817,11.8816,0.00024669,4.00996,4,0.141399,-3.09421e-06
12296,5902.56,-39.5429,4.394,1.808,-11.5286,-1.68172,11.8816,0.000245383,4.00996,4,0.141401,-3.01034e-06
12297,5902.53,-39.3449,4.394,1.808,-11.5286,-1.68173,11.8816,0.000245572,4.00996,4,0.141402,-3.03902e-06
12298,5902.51,-39.1468,4.394,1.808,-11.5286,-1.68175,11.8816,0.000243665,4.00996,4,0.141404,-2.94182e-06
12299,5902.48,-38.9488,4.394,1.808,-11.5286,-1.68176,11.8816,0.000241953,4.00996,4,0.141405,-2.95716e-06
12300,5902.45,-38.7508,4.394,1.808,-11.5286,-1.68178,11.8816,0.000239728,4.00996,4,0.141406,-2.96584e-06
12301,5902.42,-38.5528,4.394,1.808,-11.5286,-1.6818,11.8816,0.000239424,4.00996,4,0.141408,-2.96785e-06
12302,5902.39,-38.3547,4.394,1.808,-11.5286,-1.68181,11.8816,0.00023729,4.00996,4,0.141409,-2.9632e-06
12303,5902.37,-38.1567,4.394,1.808,-11.5286,-1.68183,11.8816,0.000236706,4.00996,4,0.14141,-2.95187e-06
12304,5902.34,-37.9587,4.394,1.808,-11.5286,-1.68184,11.8816,0.000236008,4.00996,4,0.141411,-2.93389e-06
12305,5902.31,-37.7607,4.394,1.808,-11.5286,-1.68186,11.8816,0.000233502,4.00996,4,0.141413,-2.90923e-06
12306,5902.28,-37.5626,4.394,1.808,-11.5286,-1.68187,11.8816,0.000232515,4.00996,4,0.141414,-2.87791e-06
12307,5902.25,-37.3646,4.394,1.808,-11.5285,-1.68189,11.8816,0.000231414,4.00996,4,0.141415,-2.95913e-06
12308,5902.23,-37.1666,4.394,1.808,-11.5285,-1.6819,11.8815,0.000228505,4.00996,4,0.141417,-2.91448e-06
